      HaloID      x[Mpc/h]     y[MPc/h]     z[MPc/h] m500c[Msol]    Avail[0/1]  Files_1 Files_2 Files_3 Files_4
         596      2026.47      2359.42      2204.34  9.49565e+14       0        5326
         597      2216.80      700.927      2500.31  7.31347e+14       0        3178
         598      2304.01      716.412      1675.27  8.50097e+14       0        1632
         599      1303.98      406.290      1750.30  6.21183e+14       0         920
         600      251.356      736.209      939.446  5.26601e+14       0        2116        4048
         601      2534.64      2161.70      350.474  6.20986e+14       0        5805
         602      2577.00      1391.96      278.784  5.86803e+14       0        4546
         604      1684.04      133.480      835.299  6.94454e+14       0        3599
         605      66.7747      1548.05      1604.22  7.63986e+14       0        3888
         607      1646.29      1356.48      973.350  7.77829e+14       0        5410
         608      2536.07      1998.49      1432.99  9.19704e+14       0         680
         611      267.483      1886.82      2069.11  8.25855e+14       0        4132
         612      411.072      841.242      1903.88  8.67659e+14       0        3781
         613      1699.99      1523.14      2677.25  5.84602e+14       0        4644
         614      964.729      1661.76      1009.14  8.01240e+14       0        1405        4105
         616      2249.09      263.260      2467.03  7.86056e+14       0        5624
         617      484.716      31.0303      2230.27  8.37837e+14       0        5287
         618      2216.20      2386.56      1784.99  7.67050e+14       0        1743
         619      88.5243      2666.63      2337.37  7.43051e+14       0         855
         621      215.662      2628.33      1303.16  7.89288e+14       0        4942
         623      2585.84      1450.88      2598.81  7.75778e+14       0        2383
         624      1181.44      2332.55      1860.81  9.21907e+14       0        3036
         625      2639.33      1263.25      858.018  8.58441e+14       0        5688
         626      243.538      1561.45      1433.76  8.11044e+14       0        1137
         627      721.138      709.881      1042.91  5.44361e+14       0         739
         628      1506.36      2094.09      1212.09  7.93984e+14       0        1170
         629      2443.87      2537.27      825.280  7.59771e+14       0        3637
         630      1052.22      803.732      1263.08  5.63791e+14       0        4547
         631      2170.14      2653.51      2170.72  8.26310e+14       0        4072
         632      2164.55      156.264      2660.51  9.97982e+14       0        2148
         633      1526.78      491.757      1764.01  8.64003e+14       0         463        3195
         635      555.272      1979.67      590.700  9.20558e+14       0        2058
         636      2073.71      1544.65      606.208  9.11588e+14       0        1479
         637      915.403      2287.08      2423.70  5.34570e+14       0        3948
         638      275.882      1300.88      2659.22  8.78391e+14       0        3523
         640      411.491      109.433      643.403  8.11140e+14       0        2246
         641      979.080      1593.37      1797.37  5.20717e+14       0        4736
         642      1841.33      2459.89      1723.58  7.62030e+14       0         546        5061
         643      903.874      1735.44      1560.65  7.20320e+14       0        3283
         644      915.647      8.43456      304.847  7.54067e+14       0        2303
         645      1986.49      895.359      1682.15  5.27840e+14       0        3524        4931
         647      2095.40      1486.68      304.596  6.98567e+14       0        4721
         648      2351.25      154.463      2225.06  6.79545e+14       0        2346        5278
         649      940.508      601.897      2311.99  7.53017e+14       0        2361
         650      1910.58      1237.89      2223.38  8.44186e+14       0        3503
         651      809.526      1161.19      771.297  1.00574e+15       0        5534
         652      58.0783      1537.12      246.278  9.23085e+14       0        3984
         653      1098.50      2294.02      1394.12  7.82556e+14       0         723
         654      2112.04      371.064      1842.45  6.41685e+14       0        3003
         655      1860.75      382.810      1597.45  9.30149e+14       0        2137        2730
         656      1810.40      2514.59      1845.04  9.82093e+14       0         546
         658      1528.18      941.884      2284.15  7.20019e+14       0        2687
         659      1355.39      2506.22      644.638  6.74807e+14       0         702
         660      2100.65      2664.03      406.041  7.81208e+14       0        1443
         661      2216.76      215.818      2636.98  7.63230e+14       0        4715
         662      569.229      1235.61      1614.22  9.47063e+14       0        3664
         663      2118.60      1179.59      2280.27  7.44149e+14       0        4669
         665      561.728      1753.81      499.735  7.08839e+14       0         739
         666      1151.25      764.089      1312.40  5.54645e+14       0        5143
         667      191.845      1103.15      511.830  9.07964e+14       0        2617
         668      2682.47      1492.54      275.386  6.56478e+14       0        3738
         669      2281.21      1431.70      1443.45  5.72636e+14       0        3871
         670      1027.71      1878.25      2199.22  6.31781e+14       0        5210
         671      736.852      1824.45      1842.40  8.62988e+14       0        1314
         673      2148.77      1091.39      1854.47  5.64668e+14       0        5890
         675      1033.94      713.405      116.823  7.99190e+14       0         519
         676      2301.86      1272.57      906.301  6.72257e+14       0        2256
         677      2464.58      1668.13      1592.95  9.32819e+14       0        5555
         678      883.001      557.585      1771.67  9.10087e+14       0        1223
         679      2330.16      1101.22      2392.11  7.79803e+14       0         958
         680      1662.72      647.703      762.467  8.20525e+14       0        3598
         682      1843.52      1262.84      2673.21  7.64717e+14       0         639
         683      290.558      2374.84      885.515  9.48372e+14       0         175
         685      1673.30      1284.30      1628.87  7.27413e+14       0        4556
         686      1786.30      2561.43      1948.30  8.59644e+14       0        3330
         687      747.252      2603.63      130.671  8.06574e+14       0        1493
         688      1807.86      108.660      2376.46  8.60402e+14       0         809        4635
         690      252.415      725.804      69.7882  6.28551e+14       0        4164
         691      1225.32      702.096      1148.70  7.80087e+14       0        2938
         692      1712.29      536.253      1889.62  7.88960e+14       0        3847
         693      2468.49      149.909      854.187  8.00902e+14       0        2358
         694      1406.95      1726.14      138.714  7.16876e+14       0        3912
         695      229.504      1907.28      138.443  7.06982e+14       0        3261
         696      1676.41      395.620      964.071  9.36465e+14       0        1518        2838
         697      1568.76      812.389      1824.14  1.00410e+15       0        4952
         698      2336.29      864.551      2033.19  8.19834e+14       0        1710
         699      742.221      1552.66      1894.65  7.61984e+14       0        1538
         700      1304.81      2045.24      1436.39  7.06491e+14       0        2322
         702      817.138      179.118      1478.61  6.78189e+14       0        5397
         703      1277.05      1036.62      474.665  6.75461e+14       0         101
         704      973.032      1252.06      260.522  6.96101e+14       0        5621
         705      2208.34      1306.45      653.742  7.78387e+14       0        5395
         706      1018.73      7.38520      585.631  5.94280e+14       0         412        1090
         707      1776.31      1302.03      1222.47  9.58159e+14       0        4675
         708      2448.24      327.068      1022.34  6.60576e+14       0        4693
         709      861.334      1654.85      880.529  7.42617e+14       0        3943
         710      1718.59      626.815      1528.26  9.66212e+14       0        4077
         711      1251.84      83.6291      1250.71  8.39207e+14       0        2324        4548
         712      1278.83      1934.36      1409.32  7.70702e+14       0        3710
         713      1754.67      2623.22      2499.96  9.01000e+14       0        3494
         715      2094.14      1303.62      2191.58  7.98967e+14       0        4022
         716      1843.49      2467.44      2484.98  8.21164e+14       0        4208
         717      1551.47      1313.06      2501.46  8.61168e+14       0        5859
         718      1094.91      178.036      1484.69  6.65625e+14       0        1871
         719      355.371      1120.45      778.902  8.75898e+14       0        3992
         720      1440.76      146.708      764.894  6.89710e+14       0        2803
         721      2536.04      1505.41      1278.96  6.04762e+14       0          68
         722      1955.51      1658.77      118.052  8.20864e+14       0        3974
         723      1154.85      1914.12      772.345  7.01883e+14       0        2955
         725      1453.28      2250.34      129.525  7.02237e+14       0        4275
         726      359.598      503.156      1599.43  7.54135e+14       0          69          78
         727      1489.78      841.330      1855.55  5.86666e+14       0          82        2833
         728      1001.22      71.2522      1140.78  9.44334e+14       0        2810
         730      931.151      2152.84      2281.75  8.02689e+14       0        1592
         731      762.947      1231.73      1973.14  6.03906e+14       0        3377
         732      2499.42      2202.95      1363.79  9.30998e+14       0        1711
         733      787.126      1117.16      693.251  5.26777e+14       0        5534
         734      729.601      59.6621      1167.57  8.40817e+14       0        2093
         735      501.123      1856.43      1145.88  7.30252e+14       0         386        4104
         736      1868.78      2442.26      2615.09  5.05996e+14       0        3418
         737      1653.08      2223.96      572.556  6.35914e+14       0        5010
         738      2091.57      2342.43      2462.39  5.35298e+14       0        5038
         740      1489.95      647.290      553.765  6.27125e+14       0        3749
         741      313.477      1462.28      199.033  7.86063e+14       0        1131
         742      528.015      515.215      53.7820  6.87788e+14       0        3174
         743      1711.15      2382.19      1824.49  8.51258e+14       0         772
         744      1939.85      2156.23      2597.43  7.13086e+14       0        2252
         745      653.634      2120.31      961.813  7.68539e+14       0        4629
         746      2257.89      1421.35      1847.53  7.01947e+14       0         428         806
         747      1599.42      2279.81      1798.03  7.54009e+14       0        4433
         748      1889.28      2637.06      1473.41  9.50051e+14       0        1626
         749      1955.10      899.607      1693.41  8.66036e+14       0        3524
         750      2522.81      147.987      1431.09  7.66867e+14       0        3770        5094
         751      795.098      1936.92      2402.04  7.53448e+14       0         545
         752      1048.41      2074.79      344.007  8.71339e+14       0        1849
         755      2281.21      1789.25      2259.82  7.57638e+14       0         825
         757      864.218      906.075      1144.03  6.99199e+14       0        1186
         758      1271.91      2380.25      1309.15  6.54928e+14       0        2572
         759      1936.08      2556.69      1202.09  5.98189e+14       0        4876
         760      1050.03      797.583      333.528  7.51264e+14       0         922        1500
         761      1115.73      2399.36      1573.62  7.31986e+14       0         582
         763      336.243      2395.62      1518.39  8.78106e+14       0        2766        3587
         764      2205.27      726.603      1138.33  7.15481e+14       0        3657
         765      144.878      1468.22      2433.66  7.22799e+14       0         850
         766      1088.45      2571.47      134.521  9.76049e+14       0          22
         767      1190.91      1027.47      1025.13  7.91079e+14       0         526
         768      101.159      1174.05      533.054  5.65248e+14       0        4252        4487
         769      1884.90      503.800      1851.04  9.63158e+14       0         425        2644
         770      1320.26      1299.76      2446.28  8.67209e+14       0        2857
         771      1387.39      1717.97      1167.24  8.86203e+14       0        1754
         772      203.640      2336.77      2138.28  6.74965e+14       0        1475
         773      2130.91      760.729      1410.49  7.16945e+14       0        3705
         775      296.427      1555.25      1066.08  6.49346e+14       0        1795
         776      209.282      1783.56      867.183  5.89672e+14       0        5966
         777      2514.73      2265.60      1696.85  5.92532e+14       0        1414
         779      966.220      1822.96      1910.28  7.30578e+14       0         471        1184
         781      2535.52      664.672      514.181  7.65091e+14       0        3323
         782      175.801      444.552      1029.34  8.16724e+14       0        4820
         783      1746.95      2486.47      2151.72  7.92212e+14       0        4201
         785      2009.70      152.723      2301.74  7.82469e+14       0        2109
         786      2124.46      621.483      2396.77  8.02962e+14       0        2630
         787      56.2231      2659.31      91.1296  7.37321e+14       0        4151
         788      2060.16      1912.96      1518.07  8.26932e+14       0         756        1970
         789      2267.10      954.036      1100.54  9.68894e+14       0         712        1270
         790      1086.73      679.529      2574.15  7.18026e+14       0        2907
         791      375.439      1808.44      573.138  7.37264e+14       0        1621
         793      2270.85      935.789      2502.42  7.71244e+14       0        2146        3145
         794      1240.67      979.063      1375.22  8.71241e+14       0        3316
         795      1138.02      1536.96      76.6875  1.04665e+15       0         672
         797      74.3287      1205.93      427.500  6.29636e+14       0        1482
         798      2100.40      1575.83      477.577  9.28185e+14       0        5520
         799      830.066      2663.73      935.119  7.06243e+14       0        3617
         800      580.455      318.201      2300.50  7.76943e+14       0        1557
         801      658.177      22.3747      1591.68  6.39371e+14       0        5164
         802      1527.79      1190.93      1808.61  9.58185e+14       0        1609        2735
         803      2354.29      2687.95      276.014  1.03008e+15       0          18         276         281        1925
         805      1545.46      595.709      2601.37  9.21965e+14       0        4767
         806      1484.52      2483.70      2198.96  5.27313e+14       0        5039
         808      1272.94      1685.80      1822.05  8.32574e+14       0        4322
         809      1248.65      521.375      2615.88  6.88156e+14       0         487
         810      1433.22      1110.50      2671.49  5.03557e+14       0        4039
         811      1194.70      193.567      2105.16  6.91772e+14       0        3298
         812      722.826      167.050      687.932  6.36229e+14       0        3382        5503
         813      1482.77      1466.61      1542.60  7.40308e+14       0        4356
         814      2577.77      2485.78      270.718  6.13660e+14       0        3473
         815      1788.63      2098.98      1494.25  7.10944e+14       0        1304        3641
         816      422.455      1284.29      2363.18  7.53016e+14       0        4270
         817      1885.03      1649.78      1149.49  6.42604e+14       0        1083
         818      1568.50      973.252      2013.89  5.02786e+14       0        3625
         820      690.036      1168.88      627.735  8.22698e+14       0        2093
         821      47.9945      182.807      2338.28  6.54280e+14       0        3428
         822      2018.82      534.938      1587.43  6.87501e+14       0         933        5308
         823      193.726      1693.88      1902.63  6.11908e+14       0        4458
         825      671.744      1522.37      1004.78  5.81445e+14       0        2965        5895
         826      2271.54      2482.22      55.6275  6.01632e+14       0        6142
         827      354.695      2437.37      1588.70  5.72328e+14       0        2766        5710
         828      2491.51      1262.16      1399.65  6.77467e+14       0        5499
         829      2517.44      2256.71      2315.10  6.60893e+14       0        4306
         830      2489.67      220.050      1792.44  5.49952e+14       0        4918
         831      968.431      1932.95      168.959  5.68824e+14       0        2947
         832      2201.29      1595.30      2064.26  7.16039e+14       0        2791        4335
         833      315.906      652.481      769.694  7.32542e+14       0         267
         834      646.017      528.980      907.285  7.07263e+14       0        2308
         835      1320.98      298.596      156.168  7.34773e+14       0        1969
         836      1479.30      2596.24      1171.32  7.02129e+14       0        4024
         837      2268.98      1948.30      1626.67  7.85464e+14       0        4103
         838      2015.88      815.936      1411.22  8.25870e+14       0        1172        3927
         839      642.681      1917.52      1291.10  7.49322e+14       0        5492
         841      2243.44      819.540      1872.15  7.97750e+14       0         381
         843      1791.92      981.883      2194.27  6.70280e+14       0         604
         844      1773.06      1471.73      693.364  7.11746e+14       0        5906
         845      2665.87      2369.36      2582.83  7.38638e+14       0        5252
         846      1803.88      782.537      1629.84  7.73249e+14       0        2883
         849      1524.74      431.623      1998.87  7.39803e+14       0        4533
         850      2468.22      2399.53      2669.58  7.42580e+14       0         137
         853      27.0633      1236.48      1916.71  6.78782e+14       0        1902
         854      467.934      143.582      772.315  7.19549e+14       0        1111
         855      2536.87      1365.36      706.480  7.02463e+14       0         583
         856      2031.07      1934.49      455.851  8.07355e+14       0        2549        5913
         857      2085.03      1013.05      1473.33  8.43048e+14       0        2426
         858      428.201      587.682      448.415  6.37124e+14       0        3050
         859      2288.40      1458.19      2341.85  6.85690e+14       0         747
         860      2506.39      2682.96      240.622  8.27140e+14       0        2413
         861      1325.53      1367.27      1032.17  7.76759e+14       0         929
         864      2005.75      1323.93      1618.02  6.65948e+14       0        2942
         865      2028.79      426.564      480.561  6.90921e+14       0        2112
         866      371.898      615.050      1773.60  9.17464e+14       0        5146
         868      585.300      1188.63      1739.37  9.45743e+14       0        6004
         870      1658.66      593.269      910.544  5.78863e+14       0        5299
         871      1784.64      1812.98      1741.29  5.92157e+14       0        2612
         872      244.801      2669.70      455.235  6.92848e+14       0        2797
         873      683.239      2566.51      1012.40  7.11654e+14       0        3197
         874      2446.22      1608.98      2288.81  7.53884e+14       0        1132
         876      433.715      1614.08      58.4696  5.37187e+14       0        1909
         877      210.964      1843.82      1822.63  8.05073e+14       0        4826        5130
         878      1817.50      558.528      972.590  7.26881e+14       0        5474
         879      1363.31      2025.50      1520.94  6.74734e+14       0        1960
         880      651.151      2423.86      1281.34  7.38543e+14       0        5527
         881      1415.43      802.986      1928.30  6.51393e+14       0        2833
         883      1831.90      1420.94      1240.09  5.25426e+14       0         544
         884      1961.51      169.244      1611.93  8.63227e+14       0        1655
         885      2124.70      2342.76      2293.89  6.43656e+14       0        1376
         886      2273.03      715.982      1315.31  6.20256e+14       0           1
         887      2233.62      1722.20      890.948  7.53482e+14       0        5123
         888      1298.89      2194.90      1909.33  6.75391e+14       0        1566
         890      130.296      501.878      1544.02  6.49887e+14       0        2930        4544
         891      644.016      1913.21      508.924  5.16060e+14       0        4260
         892      2098.36      454.566      1810.93  8.31747e+14       0        3003
         894      1345.84      1600.90      457.634  7.40720e+14       0        3369        4323
         895      2350.09      568.819      1415.72  5.23363e+14       0         146
         896      2366.00      1928.69      806.493  6.33082e+14       0         813
         897      1186.63      1353.04      454.452  6.40841e+14       0         637
         899      1411.04      2364.86      1198.12  9.20834e+14       0        4971
         900      2011.12      2126.52      2341.22  7.61084e+14       0        3473
         901      2177.86      802.230      767.098  7.98594e+14       0         260
         902      2411.67      2551.96      850.226  7.04957e+14       0        5816
         904      2163.70      256.184      1188.10  6.95398e+14       0        3639
         905      2429.61      1888.85      661.133  5.39544e+14       0         144
         907      934.673      1572.81      1942.55  7.96561e+14       0        1777
         908      1883.42      2629.66      1472.34  7.77381e+14       0        1626
         909      2223.56      2466.56      1541.34  8.14843e+14       0        3734
         910      1676.17      1297.35      1616.79  8.36934e+14       0        4556
         911      754.911      2103.34      1219.04  7.52576e+14       0         212        4528
         912      1585.29      1093.39      594.864  7.69552e+14       0        5673        6125
         914      2529.59      1484.83      2041.64  7.27340e+14       0         341
         915      2509.60      1294.37      184.682  7.02653e+14       0         345
         916      868.101      1712.34      1521.35  7.66118e+14       0        3283
         920      1146.05      665.952      71.8080  8.29783e+14       0        1039
         921      2239.10      659.287      703.286  7.38195e+14       0        5418
         922      2294.61      1809.77      2131.51  6.15331e+14       0        1707
         923      163.906      1817.98      806.658  8.38957e+14       0        4588
         924      559.976      1468.16      278.820  9.38036e+14       0        1079
         925      2302.81      410.837      1864.73  5.78542e+14       0        1505
         926      465.136      1969.32      1402.19  7.11674e+14       0        2450
         927      58.6573      1961.84      276.023  7.11305e+14       0         658
         929      1063.28      387.531      1489.48  7.70664e+14       0        5004
         930      1481.49      120.299      1799.24  5.93729e+14       0        5534
         931      1257.27      1218.98      2201.29  6.26024e+14       0        4399
         932      2437.92      1699.86      1377.24  9.41869e+14       0        5460
         933      527.909      303.732      769.765  9.51041e+14       0        2140
         934      103.734      1511.65      1829.56  6.92203e+14       0        3384        5150
         935      2671.51      739.678      534.912  6.86457e+14       0        4111
         936      2483.12      2140.56      775.136  7.70754e+14       0        3734
         937      1265.01      449.641      743.980  5.79525e+14       0        1246
         938      1867.32      1057.15      2354.00  6.95283e+14       0        3063        5140
         939      87.6961      2374.44      1871.86  6.98200e+14       0        3690
         940      1575.20      1506.10      2330.67  5.09660e+14       0        4868
         941      2040.77      65.3672      2266.06  6.91196e+14       0        4909
         942      1098.90      2494.84      502.723  5.24703e+14       0        1723        3839
         943      2243.69      681.583      1843.52  6.87990e+14       0         765
         944      1337.47      1894.10      2141.28  6.66873e+14       0        2823
         945      2260.08      2492.34      1817.21  9.90786e+14       0        2181
         946      397.228      2210.05      2090.91  6.17216e+14       0        3277
         947      57.7388      2412.09      1231.28  8.09926e+14       0         315
         949      596.768      1045.13      732.568  7.30310e+14       0        1718
         950      1611.60      1779.04      1513.56  6.35359e+14       0        4123        4819
         951      1624.35      1217.66      1349.46  6.88832e+14       0        5180
         952      641.575      1740.13      2532.95  6.67846e+14       0        4464
         953      1393.79      2313.50      731.529  6.66358e+14       0        5295
         954      2628.40      972.927      545.895  7.66963e+14       0        3144        3160
         955      1267.84      2313.84      1401.57  7.89050e+14       0        1857
         956      2234.90     0.555512      222.197  8.62531e+14       0        3409
         957      153.189      2385.70      1078.30  6.64131e+14       0        2970
         958      406.717      2084.60      955.335  8.50775e+14       0        3740
         959      456.715      2366.70      1661.89  9.01827e+14       0         100
         960      987.941      1405.00      2254.62  7.12956e+14       0        3604
         961      941.420      2030.61      522.773  5.37338e+14       0        6047
         962      163.668      641.908      667.496  6.82970e+14       0         818
         963      2548.49      1939.82      1910.45  7.94701e+14       0         493
         965      1053.49      2389.53      548.148  7.80952e+14       0        4856
         966      543.540      906.188      1612.38  7.25714e+14       0        4851
         967      104.056      1073.19      166.265  6.02322e+14       0         804        3290
         968      1262.55      2476.55      1632.71  6.23691e+14       0        2696
         969      1216.30      1392.41      9.04826  7.05047e+14       0        3311
         970      1517.26      792.136      800.213  7.98970e+14       0        5643
         971      1151.69      920.259      512.770  7.39742e+14       0        6083
         973      2086.96      1075.25      85.8848  6.17431e+14       0        5070
         975      1172.71      1893.95      715.904  5.64439e+14       0        2955
         980      1196.25      1473.89      1978.08  5.11474e+14       0        2677
         981      2097.26      2359.09      2460.16  6.33521e+14       0        5891
         983      1938.21      1821.09      2133.75  6.55809e+14       0        2234
         984      1346.08      1300.33      1139.67  7.67203e+14       0        1301        2780        5287
         986      1210.13      1184.19      2235.61  6.60393e+14       0        4399
         987      1797.90      1706.44      2382.29  5.87159e+14       0        2973
         988      1756.94      756.501      36.5987  6.01316e+14       0        2220        3833
         990      357.834      1727.56      1974.21  6.00412e+14       0        4458        5950
         991      1574.28      94.5771      2394.20  8.07219e+14       0        2662
         992      2568.05      1343.32      1356.37  9.61894e+14       0        3661        4352
         993      694.544      790.507      1958.47  6.49715e+14       0         805
         995      1964.35      2137.07      1874.65  7.28269e+14       0        3862
         996      445.175      1687.39      1874.22  7.51745e+14       0        4919
         997      2535.37      2561.07      1452.65  6.32547e+14       0        2503
         998      925.034      211.245      1852.11  6.99752e+14       0        2364        5247
         999      825.129      479.208      1858.76  6.56108e+14       0        3765
        1000      1811.08      864.720      2207.38  6.74819e+14       0         604
        1001      346.904      353.732      415.196  6.96539e+14       0        3631
        1002      2264.53      1897.08      1266.43  8.71856e+14       0        3485
        1003      299.534      607.399      2659.10  8.71421e+14       0        1857
        1005      1535.46      585.440      1998.61  6.78434e+14       0        2390
        1006      2598.66      95.9177      1118.13  6.88449e+14       0        1314
        1008      992.767      734.006      2385.99  7.57263e+14       0        2931
        1009      1746.33      1000.10      1338.85  5.31686e+14       0        3557
        1010      1695.70      1327.72      1875.15  6.39422e+14       0        3594
        1011      902.343      373.672      651.240  5.93236e+14       0        2370
        1012      2283.08      2297.17      649.607  6.30983e+14       0         414
        1013      377.747      1087.50      2083.72  7.28930e+14       0         558
        1015      1046.85      2370.32      2120.61  6.96439e+14       0        1058
        1017      2571.29      1228.83      2563.84  7.75848e+14       0         498
        1019      2235.29      526.133      450.927  6.20380e+14       0        1029
        1020      2171.49      910.058      1046.60  8.27616e+14       0        1122
        1021      1882.91      1936.16      143.116  7.65491e+14       0        5269
        1022      1248.87      2336.68      1006.64  6.32979e+14       0        2615        4697
        1023      1115.28      1582.41      2600.39  7.34420e+14       0        3281
        1024      235.697      1720.95      2416.71  7.64542e+14       0          73
        1025      876.047      146.300      345.884  8.03335e+14       0        1427
        1026      318.298      1190.94      1554.03  6.02717e+14       0        1466
        1027      1096.41      484.188      1431.40  6.29010e+14       0         932
        1029      918.278      1013.49      1652.48  7.31454e+14       0        4348
        1031      1534.75      1054.29      1198.93  6.28895e+14       0        5436
        1032      2378.41      582.884      1745.48  6.62854e+14       0        1202
        1033      1931.37      1900.62      2670.20  6.96188e+14       0        4802
        1034      950.624      158.503      893.719  5.69742e+14       0        4233
        1035      577.583      2308.86      1827.03  7.67343e+14       0        5262
        1036      2276.62      1568.50      2004.66  6.07562e+14       0        2926
        1037      2566.46      1008.49      1475.93  6.58659e+14       0        3266        5185
        1038      588.668      383.838      799.984  7.12619e+14       0         475        3318
        1039      225.060      185.009      781.345  9.48654e+14       0        1325
        1040      1761.62      2204.80      1591.21  5.77905e+14       0        3926
        1041      2113.27      2300.63      520.469  8.10809e+14       0        2795
        1042      1537.68      2275.04      2558.75  8.17275e+14       0         586
        1043      895.525      1574.63      36.8249  6.57747e+14       0        4113
        1044      1141.37      2260.04      311.017  5.04253e+14       0        2309
        1047      1321.66      1080.49      1129.56  6.25321e+14       0        3796
        1049      388.029      98.7648      242.461  6.34162e+14       0        2668
        1050      2463.08      189.891      1627.06  6.20792e+14       0        1153
        1052      363.256      1288.96      300.740  6.22701e+14       0        1016
        1054      241.445      2676.39      1977.39  7.42821e+14       0         400
        1056      2233.95      2595.23      2151.75  6.10225e+14       0        2597
        1057      1181.42      491.531      2333.09  7.85430e+14       0        4182
        1059      471.872      2582.60      2085.44  6.42984e+14       0        5352
        1061      1187.11      741.199      2155.83  6.58942e+14       0        2699
        1063      2182.09      2129.47      150.491  7.28362e+14       0        5849
        1064      1576.47      1966.20      603.438  6.16554e+14       0        2170
        1066      317.205      2515.95      645.992  6.88368e+14       0        5797
        1067      1310.28      453.151      2275.12  8.89807e+14       0        2525
        1068      1782.95      1816.61      2223.18  6.74173e+14       0        2215
        1069      1980.79      2048.60      2565.71  5.59988e+14       0         200
        1070      502.765      6.94767      1197.25  5.24452e+14       0         255
        1071      1570.11      1011.02      234.555  5.02425e+14       0         893
        1072      1853.43      1475.43      1278.13  7.82752e+14       0         741
        1073      1986.47      1456.51      251.264  5.84280e+14       0        2610
        1074      1801.91      595.473      2437.77  5.77104e+14       0        1160        1673
        1078      1527.84      614.661      2673.57  9.82724e+14       0        4853
        1079      324.425      1020.24      1789.88  6.44822e+14       0        6108
        1080      1934.85      1772.45      1433.41  5.80767e+14       0         767
        1081      1076.82      2578.90      1112.97  7.39774e+14       0        5271
        1083      114.688      1129.41      1629.84  6.04482e+14       0        3559
        1085      719.510      556.659      784.678  8.41379e+14       0        3313
        1086      533.477      2267.06      799.455  7.11571e+14       0        1300        4381
        1087      1845.06      808.089      2156.60  7.70917e+14       0         288
        1089      852.097      430.118      64.4879  8.50716e+14       0        4617
        1090      1649.75      1214.05      926.801  6.31267e+14       0        4091
        1091      400.555      1792.07      1663.66  6.82838e+14       0        1890
        1092      276.936      1172.47      1966.60  6.43924e+14       0        2737
        1094      1913.46      894.870      2594.40  8.30269e+14       0        5110
        1096      1115.71      1023.13      232.086  7.11016e+14       0        5392
        1097      1150.40      1308.28      2606.61  7.91527e+14       0        1496
        1098      1609.85      2364.83      1238.74  6.58579e+14       0        5724
        1099      496.304      71.4944      2149.91  9.79201e+14       0         572
        1100      1319.44      2089.86      1162.99  6.71625e+14       0        4757
        1101      2229.00      267.044      2662.74  7.69433e+14       0        4715
        1102      1797.60      644.991      1537.49  6.64705e+14       0        4077
        1103      2204.56      2481.89      394.690  7.51639e+14       0         615
        1104      1488.88      1484.63      2687.32  6.24785e+14       0        1341        5249
        1105      1538.37      884.655      1851.09  7.29230e+14       0        5954
        1106      1300.45      381.045      2173.15  6.53131e+14       0         152
        1108      1733.26      940.300      320.805  1.00287e+15       0        6056
        1110      2591.20      719.880      33.7671  5.66325e+14       0        3031
        1111      2292.71      2339.41      2234.56  7.22352e+14       0        2183
        1112      1251.46      1633.00      1977.69  5.53426e+14       0        1947
        1113      637.291      2309.22      1156.28  5.79738e+14       0        5522
        1116      365.828      2012.21      829.264  5.20092e+14       0        4441
        1117      2063.93      1601.43      2067.83  7.31454e+14       0        4501
        1118      1684.24      1622.33      2044.05  7.18009e+14       0        6062
        1119      2660.67      2297.20      1746.27  5.72730e+14       0        1999
        1120      666.669      636.489      1377.71  7.00765e+14       0        1518
        1121      115.129      230.277      2113.93  7.05718e+14       0        5686
        1122      2450.67      849.722      775.630  7.89419e+14       0        1335
        1123      2592.46      1536.29      499.184  7.04831e+14       0        3778
        1125      1231.27      2391.69      1137.81  7.70023e+14       0        1541
        1127      1408.53      1193.97      661.114  7.12541e+14       0        3325
        1129      477.493      967.012      1039.56  6.89653e+14       0        2612
        1130      1463.90      2557.17      2208.33  5.35749e+14       0        1404
        1131      251.352      2116.18      2248.66  7.13007e+14       0        2834
        1132      2580.83      2347.34      1178.07  5.49817e+14       0        4319
        1134      861.081      394.383      2075.67  7.16549e+14       0        1786
        1135      372.432      2210.86      324.492  6.37556e+14       0        3210
        1136      2664.69      373.278      191.144  6.27555e+14       0        4050
        1137      1719.89      543.115      943.734  7.36618e+14       0        2636        4743
        1138      713.435      893.865      2256.88  7.62827e+14       0        4285
        1140      696.730      938.350      600.475  7.07923e+14       0        2600
        1141      508.463      804.996      468.811  6.90531e+14       0        4371
        1142      276.660      249.664      2351.45  6.54189e+14       0        1897        2150        2732
        1144      2199.87      728.636      2221.68  5.72340e+14       0        3993
        1145      900.115      2079.31      781.676  7.45408e+14       0        4234
        1146      446.571      474.724      1703.88  7.25372e+14       0        5025
        1147      1899.78      1551.12      1958.77  6.10253e+14       0        4122
        1148      762.232      236.797      1091.52  8.13043e+14       0        3679        4279
        1149      2509.62      503.427      1213.80  6.34904e+14       0        2967        4730
        1150      313.894      1205.11      1853.37  7.58554e+14       0        3729
        1151      2243.67      285.250      1254.16  7.22322e+14       0        5928
        1153      2242.15      1544.58      482.259  5.51360e+14       0         519
        1154      1474.82      1784.02      956.985  6.42894e+14       0        1561
        1155      1278.13      705.961      1442.46  6.84613e+14       0        1401
        1156      1379.40      1929.40      1515.96  8.59168e+14       0        2411
