      HaloID      x[Mpc/h]     y[MPc/h]     z[MPc/h] m500c[Msol]    Avail[0/1]  Files_1 Files_2 Files_3 Files_4
         555      889.724      1363.39      679.621  6.83124e+14       0         452
         556      1570.22      19.5575      2585.23  7.35289e+14       0        4337
         557      1658.13      593.266      910.091  7.46523e+14       0        4004
         558      2076.19      2199.60      1850.17  5.71821e+14       0        1859        3805
         559      2483.19      2140.58      774.886  6.87761e+14       0        5725
         560      2208.73      1306.88      653.766  7.46383e+14       0        3791
         562      377.564      1087.38      2083.09  8.29304e+14       0         666
         564      1792.79      2357.77      26.6271  5.67043e+14       0         712
         565      569.186      2074.84      1557.47  6.63716e+14       0          33
         566      1941.43      915.109      1108.25  5.95150e+14       0        1771
         571      1440.26      713.704      1120.04  7.55980e+14       0        1860        5707
         572      2522.91      148.015      1430.73  8.13470e+14       0        3275        5314
         573      316.209      651.760      769.719  7.01420e+14       0        2598
         574      2671.49      738.028      534.221  7.53349e+14       0        3382
         575      2506.35      2682.68      240.282  6.09103e+14       0        5099
         576      2441.45      369.617      1009.06  5.70588e+14       0         439        4596
         579      372.959      2210.67      324.832  7.20792e+14       0        1596
         580      2113.16      2300.58      520.602  7.37673e+14       0        3447
         581      1444.00      1044.40      2161.69  5.85817e+14       0        3998
         584      2033.24      167.920      433.033  6.83927e+14       0        3118        6099
         585      825.558      479.212      1859.33  5.79272e+14       0        5193
         586      397.267      2210.06      2091.73  6.83840e+14       0        5265
         587      1661.80      616.006      2302.52  7.38788e+14       0        2801
         588      597.217      1044.98      732.576  5.55525e+14       0        3808
         591      336.865      998.273      2343.72  6.54984e+14       0         961         963
         592      2005.34      1323.73      1617.82  6.57752e+14       0        3943
         593      883.259      557.871      1771.32  6.52585e+14       0        2125
         595      47.8562      182.645      2338.80  6.86917e+14       0        1863
         596      87.6663      2373.90      1872.17  7.18617e+14       0        3591
         597      2163.49      256.085      1188.05  6.22909e+14       0         711
         599      1919.46      1540.90      130.396  6.04564e+14       0        2502
         600      2232.84      1722.71      891.656  5.62670e+14       0        5852
         601      2682.01      611.838      1894.58  7.58660e+14       0        2611
         602      1660.65      2237.18      1459.27  6.78606e+14       0        3912
         603      642.639      1917.56      1291.30  6.62641e+14       0        5808
         605      2632.85      1629.68      2592.05  7.05063e+14       0        3849
         607      1406.38      1726.49      138.515  7.37370e+14       0        1366
         609      2130.31      761.047      1410.40  6.12501e+14       0        3898
         611      185.128      2552.68      1599.60  6.28927e+14       0         688
         614      2536.75      1365.17      706.746  7.95273e+14       0         868
         615      630.129      2112.79      883.422  6.93743e+14       0        1801
         616      2169.36      828.727      777.803  5.79448e+14       0        1655
         617      2502.63      1123.10      1567.15  6.44895e+14       0        1946
         618      907.216      874.111      264.049  5.69384e+14       0        1002
         619      2112.03      371.411      1842.59  6.48196e+14       0        4058
         620      754.913      2103.77      1219.72  6.72546e+14       0        5960
         621      242.108      589.472      16.3923  7.77733e+14       0        5748
         623      1673.17      1284.04      1629.15  8.42563e+14       0        1187
         624      924.858      211.184      1851.54  6.57036e+14       0         736        2756
         625      1624.92      7.04369      610.398  5.90778e+14       0        3048
         626      972.745      1252.54      259.902  6.60063e+14       0        1867
         629      1027.89      1211.13      640.808  6.11766e+14       0        5380
         630      965.395      1821.69      1910.47  5.37980e+14       0         514
         631      422.542      1284.27      2363.41  7.68483e+14       0        2765
         632      115.353      230.587      2114.05  5.57529e+14       0        1821
         634      1793.06      52.7795      1371.34  6.90052e+14       0         872
         635      2235.70     0.166184      222.674  5.37189e+14       0        4046
         636      106.991      565.675      158.620  6.14511e+14       0        5496
         638      2124.55      621.384      2397.06  6.51352e+14       0         496
         639      2625.55      2475.93      2008.33  6.57773e+14       0        3925
         640      1362.13      409.802      1402.46  7.43534e+14       0        2636
         642      1611.45      1778.68      1513.40  7.47642e+14       0        3283        5483
         643      446.309      474.854      1704.15  7.67461e+14       0        6042
         644      1829.88      791.507      1752.66  6.18870e+14       0        2699
         647      2453.39      786.128      150.014  5.24427e+14       0         988
         648      2240.77      431.684      2400.09  6.66532e+14       0        2784
         653      2288.56      1479.21      77.3240  6.01206e+14       0        3209
         654      2026.45      2359.58      2204.31  7.61820e+14       0        4322
         655      2654.13      1985.55      603.259  6.71420e+14       0        3083
         657      1278.52      706.357      1442.00  5.04624e+14       0        3803
         658      2585.07      816.706      441.746  6.75230e+14       0        2745
         659      152.449      2385.59      1078.21  6.69284e+14       0        1914
         660      317.806      1190.69      1553.79  5.46042e+14       0         398         616
         662      2526.64      1536.72      1980.07  7.41818e+14       0        5900
         664      881.056      1275.19      2217.79  5.66172e+14       0        1948        4992
         665      696.938      937.921      600.222  5.88963e+14       0        4300
         666      1022.03      2119.88      2211.53  6.07253e+14       0        3708
         667      1848.05      2304.41      598.976  6.53982e+14       0        1619        5933
         669      465.394      1969.83      1401.93  6.21668e+14       0        2115
         670      1172.67      1893.90      715.919  7.34464e+14       0        2953
         671      2448.63      325.982      1022.73  6.73901e+14       0        5113
         672      1119.80      20.7825      2163.25  5.88795e+14       0        2046
         673      2145.58      26.2556      1942.40  8.18735e+14       0        3213
         676      1718.29      626.623      1529.07  5.70876e+14       0        1107
         677      222.207      764.729      636.497  6.59442e+14       0         970
         678      1062.77      388.073      1489.67  6.04774e+14       0        4247
         680      507.893      805.100      469.050  6.54257e+14       0        3288
         681      1937.86      1821.65      2133.92  5.82302e+14       0        2601
         682      445.675      1687.81      1875.10  6.12776e+14       0        2686
         683      544.113      906.175      1612.47  6.23428e+14       0        1420
         684      2124.83      2342.57      2293.50  6.60221e+14       0        1584
         685      1267.24      1798.01      2406.16  6.65742e+14       0         376
         686      2491.31      1262.44      1400.21  7.57352e+14       0        3609
         687      589.147      2196.88      632.552  7.13448e+14       0        5175        5511
         690      1212.90      659.932      1286.64  6.96691e+14       0         818
         692      2044.09      267.952      1465.76  7.17223e+14       0        1514
         693      58.2526      391.422      2394.74  6.32501e+14       0          14
         694      2548.28      1939.77      1911.06  5.62887e+14       0        2522
         695      2048.99      358.391      1658.51  5.55490e+14       0        5871
         696      2018.44      534.280      1586.89  6.89800e+14       0        3069        6023
         698      1792.27      981.998      2195.57  6.66004e+14       0        4968
         700      2292.88      2339.12      2234.40  7.83024e+14       0        1400
         701      716.721      16.5281      1305.78  7.44963e+14       0        2903
         702      468.256      1862.62      569.290  6.75628e+14       0        2563
         703      1599.13      2279.72      1798.36  6.32872e+14       0        3871
         704      2015.57      815.998      1411.52  5.57378e+14       0        3840        4936
         705      1870.34      2168.29      1761.87  7.55028e+14       0        5506
         706      400.879      1792.03      1663.19  7.10227e+14       0        6037
         707      1094.76      178.040      1484.22  6.15326e+14       0        1272
         708      317.806      2515.72      646.411  6.05912e+14       0         399
         710      277.127      1171.96      1966.68  7.25605e+14       0        4573
         711      322.596      1571.29      1712.35  5.81937e+14       0        4202
         712      935.302      1573.29      1942.45  6.54872e+14       0        2835
         713      251.950      2116.22      2248.88  5.80907e+14       0        3081        4937
         714      1798.16      1707.52      2381.91  7.27657e+14       0        5580
         715      987.570      1405.01      2254.54  5.61172e+14       0        3285
         716      1366.83      1378.56      861.643  6.54735e+14       0        4667
         717      480.059      2076.97      1140.26  6.80315e+14       0         438
         718      1248.08      521.539      2615.03  5.88047e+14       0        4217
         719      471.611      2582.04      2085.15  5.85765e+14       0        3534
         720      519.705      1819.89      1822.48  6.71527e+14       0        5653
         721      1115.59      1746.81      1580.00  6.06786e+14       0        5401
         722      2086.99      1075.28      85.5061  5.18506e+14       0        4790
         723      1835.88      2250.98      2521.37  6.94288e+14       0        1910        4366
         724      713.230      893.839      2257.03  6.08244e+14       0        1672
         725      375.829      1807.88      572.753  7.05156e+14       0        2111
         726      2621.44      881.279      1170.83  7.34771e+14       0        3214
         727      860.469      394.571      2076.17  7.02144e+14       0        2331
         728      2478.16      1801.90      2574.35  5.03208e+14       0        1579
         729      1704.88      95.1086      327.148  5.67485e+14       0        2175
         730      2529.57      1485.37      2041.26  7.58274e+14       0         594
         731      1883.03      2628.80      1472.67  5.04054e+14       0        4136
         732      186.341      604.515      2682.19  7.63186e+14       0        2060
         733      311.128      1418.29      533.099  6.29468e+14       0        4706
         734      1974.55      2100.68      666.895  5.37787e+14       0         296
         735      2452.04      168.004      1927.14  5.79135e+14       0        3355        5499
         736      747.810      956.301      1175.50  5.63724e+14       0         413        1105
         737      1277.52      1036.52      473.695  6.72937e+14       0         976
         738      515.957      1459.42      1439.70  5.53706e+14       0        1043
         739      2213.17      734.004      83.8195  6.02577e+14       0        1588        1939
         740      1249.20      2337.49      1006.73  6.54192e+14       0        2079        3653
         741      2365.18      378.700      2272.14  8.07671e+14       0        4393
         742      232.844      1936.39      2671.10  7.60259e+14       0        1902
         743      478.226      967.283      1039.73  5.14363e+14       0        5015
         744      90.2670      1943.29      801.739  5.47056e+14       0        2782
         745      2593.00      1536.05      498.931  7.35975e+14       0        6117
         747      561.472      1753.10      499.187  5.92234e+14       0        1153
         748      2519.39      1536.55      1459.01  5.57350e+14       0        2310        4182
         750      1576.37      1966.32      603.972  6.96206e+14       0        5326
         752      1421.65      880.958      983.766  6.52334e+14       0        2664
         753      2231.65      383.068      615.698  7.20702e+14       0        1984
         754      1621.89      1653.71      1036.23  7.02424e+14       0        2203
         755      1619.22      2436.48      2120.64  6.18253e+14       0         558        1449
         756      527.253      515.328      54.0884  7.46212e+14       0        3629
         758      2000.63      2071.41      339.552  5.97204e+14       0         329
         759      1843.68      1931.90      1030.29  5.79291e+14       0        1063        3978
         762      1305.40      1369.49      722.438  7.48840e+14       0        1120
         763      2294.17      1809.69      2131.23  6.02102e+14       0         216
         765      1319.73      1300.04      2446.09  6.99055e+14       0        1236
         766      154.342      2083.76      1281.13  7.06808e+14       0        1455
         767      1524.90      432.451      1998.75  7.52607e+14       0        5438
         769      2326.38      2168.13      868.163  5.15404e+14       0         951
         770      58.6051      1537.19      246.597  5.23099e+14       0        4049
         771      2249.01      263.285      2467.25  5.27836e+14       0         768
         776      2356.33      1245.22      89.8978  5.92779e+14       0        4341
         777      194.185      1693.72      1902.36  7.42519e+14       0        6010
         780      1289.90      1385.05      2634.57  6.91925e+14       0        5260
         781      817.170      406.385      1914.21  7.04620e+14       0        4676
         782      530.647      1296.81      463.535  5.22230e+14       0        4661
         785      2329.52      1100.76      2391.57  6.29103e+14       0        3426
         786      1409.51      1193.05      661.264  7.63130e+14       0        3239
         788      1120.16      1053.65      2575.09  6.29641e+14       0        5249
         789      1012.77      859.521      1639.37  6.09494e+14       0        2516        3152
         790      1071.47      422.389      2188.52  6.05645e+14       0        3615
         791      167.549      407.516      1926.92  5.88076e+14       0        3378        4864
         792      1796.74      1122.38      278.151  5.59796e+14       0        5114
         794      2250.43      1588.47      2674.95  6.19095e+14       0        4622
         796      1705.90      267.114      965.493  5.28071e+14       0        1197
         797      2283.62      2297.31      648.845  7.15807e+14       0        3694
         798      2276.67      1568.32      2005.26  7.35653e+14       0        5970
         799      1126.65      498.332      1072.32  7.17917e+14       0        2974
         803      2280.63      1431.16      1443.65  7.18755e+14       0         466
         805      2204.38      2480.90      394.628  5.79535e+14       0        3068
         806      777.420      2482.49      1817.84  6.21293e+14       0        4785
         807      1719.58      543.622      943.407  5.49847e+14       0        3806        5403
         808      2586.34      1274.06      845.973  5.52839e+14       0        5527
         809      1736.00      25.8454      2275.29  5.69043e+14       0        3247
         810      884.552      1874.15      2676.46  5.51225e+14       0        3530
         811      1899.92      1551.64      1958.59  7.05737e+14       0        3798
         812      257.088      2361.23      2494.05  5.03597e+14       0        3376
         813      2241.72      1064.21      2306.39  6.27573e+14       0        4399
         815      59.3119      1305.86      2200.40  6.33167e+14       0         415
         816      2450.93      850.571      776.299  7.04473e+14       0        5749
         817      1877.45      511.025      864.820  6.83198e+14       0        5823
         819      2267.03      1966.31      212.006  6.09770e+14       0        1012        3086
         820      1426.29      2015.01      260.028  5.72366e+14       0         218        3499        4523        5161
         821      2682.68      1492.54      275.383  6.88337e+14       0        3251
         822      1257.43      1551.01      2074.64  5.03102e+14       0        3074
         824      2385.18      1499.54      1200.98  5.22478e+14       0        2491
         826      1859.94      1721.63      294.461  5.52118e+14       0        2803
         827      2509.64      1294.53      183.719  7.27578e+14       0        1453
         829      2235.15      526.058      451.107  5.83863e+14       0        2208
         832      420.934      1804.43      2214.80  5.50154e+14       0        3131        4983
         833      252.658      725.144      70.7299  5.40734e+14       0        2832
         835      1747.81      1566.10      2219.87  6.11947e+14       0        1249
         836      2657.40      1212.56      2060.75  5.29057e+14       0        5576
         838      227.083      1757.60      1242.30  5.25355e+14       0        5460
         839      2177.93      801.767      767.133  5.34995e+14       0        1655
         840      940.596      2031.56      522.737  6.49528e+14       0        3980
         841      2271.32      1181.99      246.966  6.51643e+14       0         106
         842      1242.80      2099.86      239.807  6.59156e+14       0        2731        4860
         844      203.605      2336.66      2137.45  7.16570e+14       0        1142
         845      2040.31      65.3193      2266.43  6.20325e+14       0        3780
         846      548.723      781.845      302.774  5.16930e+14       0        1092
         847      670.887      42.1988      1599.32  6.28110e+14       0         337        3047        4267
         849      2090.46      1870.51      1360.35  6.29713e+14       0        1668
         850      2216.97      701.304      2499.93  6.71289e+14       0         304
         852      1963.08      1397.10      38.6945  5.96120e+14       0        3159
         853      631.982      2185.05      708.214  5.74070e+14       0        3934
         854      1537.28      2274.93      2559.01  5.51146e+14       0        3761
         855      2293.96      259.222      1225.24  5.27857e+14       0        3754
         857      101.444      1673.59      643.349  6.04941e+14       0        2109
         858      2306.88      1489.29      675.860  5.44820e+14       0        5226
         859      1321.44      298.747      155.825  6.68940e+14       0        4832
         861      1029.23      2049.88      1459.37  6.76776e+14       0        4451
         862      1684.57      1621.74      2044.23  6.42917e+14       0        3945
         864      1488.44      1484.24      2687.15  5.50409e+14       0        1096
         865      873.856      1235.56      1416.54  6.05810e+14       0        5567
         866      949.536      929.314      676.299  5.98620e+14       0        3698
         867      1963.20      2464.34      1348.82  6.20105e+14       0         215
         868      2528.33      1841.44      285.320  6.59004e+14       0         485
         869      1617.73      1678.07      1256.44  5.53881e+14       0        5322
         870      1772.49      1471.32      693.122  6.58919e+14       0        2615
         874      2385.30      1385.81      857.348  6.07903e+14       0        1864
         875      2092.96      1859.69      1606.56  5.78708e+14       0        4593
         876      1797.01      645.014      1538.00  5.26504e+14       0        1107
         878      1555.79      460.378      1059.09  6.59215e+14       0        4946
         879      2152.87      1557.43      1584.76  5.94986e+14       0          66
         880      1463.34      1545.11      2247.96  5.40890e+14       0        5513
         881      362.877      1288.69      300.402  5.63142e+14       0        1763
         883      339.908      1128.25      2125.75  7.50100e+14       0        1458
         884      1013.33      482.222      1116.03  6.98799e+14       0        2115
         885      2580.76      2346.69      1177.88  5.90027e+14       0        3586        3985
         886      546.091      409.030      1359.51  5.87802e+14       0        5081
         887      500.698      1587.25      579.066  7.35747e+14       0        5849
         888      74.6236      1206.99      427.329  6.10628e+14       0        4539
         889      2159.87      1959.07      2131.79  5.86430e+14       0        3647
         894      2443.74      1809.44      607.541  7.01568e+14       0        4730
         895      1489.14      840.885      1856.79  5.75484e+14       0        1466        3095
         897      457.196      1274.09      1062.52  5.10736e+14       0        4065
         898      65.6316      2364.74      2401.77  6.71121e+14       0         362
         901      2326.54      1922.18      238.467  5.59376e+14       0        1012
         902      1810.95      865.140      2207.94  6.70419e+14       0        6105
         903      244.171      2670.45      455.578  7.00142e+14       0        1844
         909      1756.81      756.135      36.4420  6.00893e+14       0        4717        5043
         910      1197.59      1431.43      440.565  5.47559e+14       0        5610
         911      1393.53      2314.51      731.890  5.58439e+14       0        4818
         914      1868.11      144.784      1550.79  5.81029e+14       0         492
         916      1068.11      284.304      777.332  5.98031e+14       0        2008
         917      2009.12      152.794      2302.12  5.56580e+14       0        2631
         919      1478.70      2596.30      1170.72  6.26645e+14       0        5004
         920      1270.66      233.738      1182.52  5.02647e+14       0        1926
         922      1345.02      954.625      807.218  6.26816e+14       0        2416        5778
         926      1418.75      2649.86      1343.27  5.22201e+14       0        2751        3247
         927      1271.78      2380.33      1309.96  5.78545e+14       0        2726
         930      1978.42      1804.66      1285.45  7.12764e+14       0        1124
         931      588.555      383.901      800.209  7.32069e+14       0         413        6122
         932      692.303      1660.02      1031.03  5.74268e+14       0        1895
         936      1052.69      2142.45      1648.19  5.92244e+14       0        5558
         937      555.967      1979.85      591.139  5.04096e+14       0        1598
         938      1231.53      2391.60      1137.86  6.45113e+14       0        1437
         940      625.260      1015.99      2168.22  6.46849e+14       0        3962
         942      1589.72      199.638      2120.48  6.16878e+14       0        5599
         943      1506.96      1558.38      1627.22  5.74336e+14       0        4607
         944      880.337      1759.12      146.163  6.62638e+14       0        4009        4693
         945      1545.49      596.763      2601.41  5.63841e+14       0        5229
         946      2323.97      2672.84      1624.13  6.16563e+14       0        2487
         949      141.281      2684.33      1762.94  6.90486e+14       0        1137        4474
         951      360.763      1119.35      1699.03  6.98162e+14       0         595
         953      1685.13      62.4912      109.591  5.41884e+14       0         612
         954      900.131      1997.23      389.446  7.07805e+14       0        4480
         958      313.301      1461.94      198.573  6.05444e+14       0        4399
         959      1083.20      723.743      727.475  6.85649e+14       0        5184
         960      862.640      2532.09      2387.64  7.61733e+14       0        3663
         961      1218.13      1885.42      2005.03  6.11970e+14       0        4688
         963      819.504      1065.10      1023.96  6.10314e+14       0        2308
         965      577.625      2309.16      1827.31  6.58051e+14       0        4945
         966      411.979      2677.30      2057.21  5.20177e+14       0        1999
         968      534.089      2267.02      799.636  6.06086e+14       0        4666        5041
         970      69.9634      64.1297      1552.39  6.08301e+14       0        3133
         971      449.226      518.432      959.553  5.80246e+14       0        4608
         972      1255.81      2224.70      1138.88  5.75841e+14       0        1129
         976      2401.86      1727.66      775.100  5.65204e+14       0        2348
         978      1782.76      1816.52      2223.63  5.95323e+14       0        3329
         980      2381.87      1482.46      559.098  5.25680e+14       0        4105
         981      2585.75      2329.74      2055.95  6.24232e+14       0        4900
         982      869.927      257.785      2030.59  6.29932e+14       0         400
         984      277.440      250.357      2350.82  5.42625e+14       0        1728
         986      257.281      1528.55      546.218  6.84432e+14       0        4130
         987      1320.97      1080.37      1129.35  5.53821e+14       0        2593
         988      1619.27      151.183      1547.01  5.00304e+14       0        5132
         989      1711.12      2382.72      1824.38  6.52586e+14       0        3031
         990      2516.11      2256.68      2314.74  5.16358e+14       0        6084
         991      2259.69      478.932      2366.13  7.29499e+14       0        5751
         992      744.559      385.652      980.054  5.29579e+14       0        4576
         993      1498.06      371.558      1670.50  6.17440e+14       0        3477
         995      922.618      2332.95      1088.47  5.76061e+14       0        2359
         996      2304.55      281.102      144.244  5.82183e+14       0        6089
         997      2175.94      2059.60      1660.10  5.39229e+14       0        1628
         998      1623.42      2586.76      791.126  5.29460e+14       0        1987
        1000      2569.88      446.938      1274.24  5.47520e+14       0        5417
        1002      1051.29      255.025      2328.93  6.10367e+14       0        3227
        1004      1876.94      2213.27      2254.32  5.10134e+14       0        3144
        1005      2145.83      2393.99      1405.49  5.45961e+14       0        3012
        1006      2666.79      1335.54      2127.37  5.16783e+14       0        3853
        1008      1000.30      2505.35      2364.95  6.18665e+14       0        4947
        1009      1180.60      491.232      2332.77  5.59285e+14       0        4609
        1010      1355.90      226.590      1548.58  5.77786e+14       0        4675
        1012      2195.42      1597.53      2068.50  5.95864e+14       0         917        1899
        1013      112.565      269.775      207.402  5.56099e+14       0        3678
        1015      2220.77      2411.25      587.104  5.06944e+14       0        1695        4878
        1016      2576.29      1391.18      277.438  6.37378e+14       0         421
        1017      1918.38      2351.96      1431.43  5.36673e+14       0        1866        5272
        1018      2505.27      604.919      1885.56  5.39204e+14       0        4424
        1019      2378.67      582.415      1745.89  5.42467e+14       0        3316
        1020      1319.29      2089.55      1162.90  5.67218e+14       0        1484
        1021      1081.03      292.208      470.518  5.50094e+14       0        2485
        1022      1757.63      2274.52      1562.92  5.38609e+14       0         653
        1026      604.970      2676.21      1577.86  5.38547e+14       0         865
        1028      2490.09      1636.52      2639.11  6.15771e+14       0         619
        1030      1566.64      1958.91      1152.06  7.03859e+14       0         144
        1031      1310.78      2166.74      1561.60  6.35464e+14       0        2653
        1032      1325.65      1367.31      1032.67  6.12848e+14       0        1300
        1033      1336.84      1893.65      2141.97  6.14195e+14       0         549
        1034      1209.77      1184.15      2235.29  5.18471e+14       0        5439
        1036      2089.98      1655.56      13.6917  6.36616e+14       0        1936
        1037      2318.76      2178.56      1873.30  6.75772e+14       0        3533
        1038      1196.92      1474.10      1978.01  6.11254e+14       0        2298
        1039      2243.97      285.244      1255.03  5.40064e+14       0        3754
        1041      1316.87      2285.17      1320.81  5.27850e+14       0        2082
        1042      1876.34      582.324      1357.74  5.78345e+14       0        2384
        1045      2545.16      2125.78      1962.85  6.00532e+14       0        1518
        1046      2273.82      715.594      1315.86  5.30626e+14       0         875
        1047      2365.98      1928.90      806.814  5.89313e+14       0        5358
        1048      368.681      546.532      154.279  6.05675e+14       0         315
        1050      1000.40      71.2212      1140.14  5.83560e+14       0         458
        1052      1645.74      982.197      2631.47  5.73197e+14       0        1064
        1057      2379.57      752.928      2493.84  6.38263e+14       0        5515
        1061      298.178      166.913      669.747  5.82502e+14       0         386        1896        5792
        1062      2074.61      511.490      891.437  5.22103e+14       0          33
        1063      175.108      2309.12      79.3833  6.98103e+14       0        5171
        1064      1187.05      741.980      2156.24  5.17440e+14       0        3241
        1065      899.984      2078.66      781.871  6.22849e+14       0        4214
        1066      184.283      463.893      2026.79  5.44938e+14       0        2906
        1067      244.408      1221.23      2475.03  5.00905e+14       0        4631
        1068      1304.39      2045.66      1436.51  6.18628e+14       0        1307
        1073      700.704      2131.77      737.021  6.32310e+14       0        5578
        1074      501.328      1856.31      1147.34  6.14640e+14       0        2808        3329
        1075      2534.87      2161.98      351.319  5.63767e+14       0        2924
        1076      397.802      1959.23      2071.24  6.47395e+14       0        3640
        1079      271.537      2355.67      1176.46  5.64804e+14       0        1098        2547
        1081      874.688      1811.80      930.211  6.10198e+14       0        3374
        1082      1565.36      2085.53      512.771  6.61248e+14       0        4716
        1083      1763.47      1391.25      1246.39  6.44738e+14       0        3313        4225
        1086      2651.49      1329.01      2173.28  6.24941e+14       0        5220
        1089      2369.35      580.709      80.3351  5.12281e+14       0        2878
        1090      1842.17      1918.38      2393.99  5.60593e+14       0        1317
        1091      1361.55      1185.91      1970.64  6.06555e+14       0        5256
        1092      2128.81      568.757      155.506  5.16410e+14       0        2394
        1095      296.287      1555.68      1064.82  6.01546e+14       0        1727
        1097      2268.55      1948.43      1626.97  5.26964e+14       0        2924
        1099      2010.33      21.6745      397.599  6.52256e+14       0        2321
        1100      368.135      282.142      2339.24  6.49633e+14       0        1282
        1101      924.859      1574.45      1376.61  6.14311e+14       0        2205        5514
        1103      1254.22      1049.76      495.573  5.35610e+14       0         744
        1104      2002.70      1722.99      634.344  6.25375e+14       0        1889
        1106      1250.42      1632.83      1977.59  5.00586e+14       0        3311
        1107      244.995      2213.78      848.012  5.88193e+14       0         538
        1108      1085.83      1470.32      452.775  5.91649e+14       0        2483
        1109      1081.32      268.766      707.639  5.33440e+14       0        2008
        1110      2204.66      726.532      1137.13  5.94491e+14       0        5362
        1111      1273.80      742.662      74.0769  5.43152e+14       0        6092
        1112      1019.32      701.795      2480.80  7.29014e+14       0        3790        6063
        1116      1332.98      1380.44      1525.23  5.24057e+14       0        4980
        1118      1683.56      133.426      835.545  5.76162e+14       0         801
        1120      2536.35      1504.89      1279.25  5.87820e+14       0        1329
        1121      890.982      95.2968      1492.32  5.78342e+14       0        1793
        1122      595.076      307.167      1356.60  5.58259e+14       0         944
        1123      970.518      830.612      2633.48  5.60836e+14       0         165
        1125      2251.66      996.291      386.821  5.39516e+14       0        3411
        1127      384.331      1265.81      1625.69  6.88448e+14       0        1194
        1129      1034.34      713.030      116.156  5.66207e+14       0        4078
        1130      394.501      1660.52      2482.24  5.54309e+14       0        3160
        1131      2498.92      487.604      1800.65  6.29685e+14       0        5864
        1132      69.9113      1354.17      918.725  5.56777e+14       0        3458
        1134      1633.45      1630.42      2020.44  6.74988e+14       0        1375
        1135      1929.44      2313.09      2160.23  5.37188e+14       0         673
        1138      576.942      799.119      1504.14  5.56172e+14       0        5585
        1139      1688.12      586.266      1873.47  5.93075e+14       0         397
        1141      154.841      435.228      2410.46  6.23781e+14       0        2662
        1142      2445.53      1250.28      321.999  5.80605e+14       0        3360
        1144      2423.81      1001.39      359.456  6.53085e+14       0        1794
        1145      848.304      2356.95      1443.19  6.59247e+14       0         689
        1146      1608.96      2365.34      1238.70  5.42211e+14       0        1178
        1147      583.619      1780.52      1171.63  5.93319e+14       0        2695
        1152      534.258      1118.61      599.377  5.04109e+14       0        3757
        1153      1498.08      1840.85      1297.17  6.01605e+14       0        1489
        1154      2302.67      410.533      1864.34  6.53690e+14       0        3623
        1158      942.792      226.382      2101.80  5.33607e+14       0        3520        4334
        1159      478.192      315.880      127.442  5.26530e+14       0        4293
        1160      2587.09      237.908      1943.21  5.88100e+14       0        3322
        1162      2111.50      562.868      552.687  6.47182e+14       0        3943
        1163      1983.15      1056.90      300.788  5.75503e+14       0        4941
        1164      1237.34      1828.29      748.133  5.38267e+14       0        4330
        1168      310.008      2584.17      585.078  7.29411e+14       0        3176
        1170      1606.39      2439.86      242.197  6.54842e+14       0        1224
        1172      79.0220      27.1713      2575.64  6.15112e+14       0         140
        1173      424.411      109.125      1191.03  6.62958e+14       0        1387
        1175      2604.61      1385.57      518.760  6.20989e+14       0        4923        5462
        1176      1351.62      248.423      1986.97  6.10385e+14       0        4067
        1177      1885.76      1564.84      2355.75  6.54546e+14       0        3358
        1178      2664.76      373.660      191.378  5.70452e+14       0         403
        1179      1743.64      278.788      2471.94  5.48466e+14       0        3666
        1181      1785.65      602.229      2317.03  5.50166e+14       0        2325
        1183      557.489      1154.53      2672.56  5.87675e+14       0        3792
        1184      2471.50      1263.62      2622.15  5.03150e+14       0        4870
        1188      1286.11      608.980      180.138  6.16258e+14       0        1700
        1189      719.056      555.917      784.655  5.39500e+14       0        5136
        1193      2527.14      1810.87      676.206  6.88525e+14       0        5208
        1195      114.534      1129.42      1629.84  6.70094e+14       0        1620
        1198      2070.14      2654.36      2273.65  5.44065e+14       0        6052
        1199      70.6163      2290.92      1129.74  6.42581e+14       0        1399
        1201      1074.46      2415.38      1288.58  5.07323e+14       0        3158
        1202      979.041      1593.30      1796.57  5.23240e+14       0        4989
        1204      279.726      555.111      1908.14  5.36957e+14       0        3711
        1206      1934.60      892.056      1184.62  6.75792e+14       0        3409
        1208      615.912      2180.54      972.310  6.93651e+14       0        3783
        1209      2414.15      1099.58      1043.18  5.29815e+14       0        6073
        1211      26.4970      789.428      2351.02  7.62335e+14       0        4109        5160
        1214      1670.27      1086.20      1651.30  5.06590e+14       0         945
        1216      2536.29      1153.88      1557.51  5.88234e+14       0         795
        1217      2298.92      584.836      1702.61  6.08236e+14       0         133
        1218      1028.24      1878.44      2199.55  5.95522e+14       0        5924
        1221      1646.15      752.395      1627.75  6.41847e+14       0         657
        1224      2207.81      1283.71      780.534  6.25628e+14       0        1226
        1226      603.933      48.1055      1723.06  6.03445e+14       0        4267
        1228      2280.19      178.865      468.239  6.03780e+14       0         258
        1229      1658.83      243.170      166.533  5.74634e+14       0        5778
        1230      1768.93      1437.93      1100.52  5.93361e+14       0        1353
        1231      1375.36      2089.49      136.917  5.93750e+14       0        1021
        1233      1884.59      1649.61      1149.41  5.95092e+14       0        6127
        1235      212.436      906.060      1831.97  5.69437e+14       0        1035
        1236      1303.71      406.750      1750.99  6.33245e+14       0        1626        4315
        1237      192.195      676.586      2229.55  6.93327e+14       0        5541
        1238      1809.74      127.320      807.480  5.72922e+14       0        2287
